ID,GENERO,EDAD,N,AC_X,ACTIVIDAD
11,0,1,15,-0.5535125732421875,1
12,0,1,0,-0.5870361328125,1
12,0,1,1,-0.6492767333984375,1
12,0,1,2,-0.6061859130859375,1
12,0,1,3,-0.5535125732421875,1
12,0,1,4,-0.644500732421875,1
12,0,1,5,-0.63970947265625,1
12,0,1,6,-0.6684417724609375,1
12,0,1,7,-0.6588592529296875,1
12,0,1,8,-0.625335693359375,1
12,0,1,9,-0.6109771728515625,1
12,0,1,10,-0.6157684326171875,1
12,0,1,11,-0.6013946533203125,1
12,0,1,12,-0.687591552734375,1
12,0,1,13,-0.6732330322265625,1
12,0,1,14,-0.6540679931640625,1
12,0,1,15,-0.630126953125,1
13,0,1,0,-0.678009033203125,1
13,0,1,1,-0.6492767333984375,1
13,0,1,2,-0.5678863525390625,1
13,0,1,3,-0.5583038330078125,1
13,0,1,4,-0.6061859130859375,1
13,0,1,5,-0.6061859130859375,1
13,0,1,6,-0.5678863525390625,1
13,0,1,7,-0.5870361328125,1
13,0,1,8,-0.6636505126953125,1
13,0,1,9,-0.6732330322265625,1
13,0,1,10,-0.529571533203125,1
13,0,1,11,-0.486480712890625,1
13,0,1,12,-0.6013946533203125,1
13,0,1,13,-0.678009033203125,1
13,0,1,14,-0.6205596923828125,1
13,0,1,15,-0.5630950927734375,1
14,0,1,0,-0.6013946533203125,1
14,0,1,1,-0.678009033203125,1
14,0,1,2,-0.6205596923828125,1
14,0,1,3,-0.5630950927734375,1
14,0,1,4,-0.5487213134765625,1
14,0,1,5,-0.591827392578125,1
14,0,1,6,-0.6157684326171875,1
14,0,1,7,-0.63970947265625,1
14,0,1,8,-0.59661865234375,1
14,0,1,9,-0.5678863525390625,1
14,0,1,10,-0.59661865234375,1
14,0,1,11,-0.6205596923828125,1
14,0,1,12,-0.634918212890625,1
14,0,1,13,-0.5535125732421875,1
14,0,1,14,-0.572662353515625,1
14,0,1,15,-0.5678863525390625,1
15,0,1,0,-0.634918212890625,1
15,0,1,1,-0.5535125732421875,1
15,0,1,2,-0.572662353515625,1
15,0,1,3,-0.5678863525390625,1
15,0,1,4,-0.582244873046875,1
15,0,1,5,-0.6109771728515625,1
15,0,1,6,-0.5870361328125,1
15,0,1,7,-0.5870361328125,1
15,0,1,8,-0.5870361328125,1
15,0,1,9,-0.591827392578125,1
15,0,1,10,-0.6492767333984375,1
15,0,1,11,-0.630126953125,1
15,0,1,12,-0.644500732421875,1
15,0,1,13,-0.5056304931640625,1
15,0,1,14,-0.57745361328125,1
15,0,1,15,-0.6157684326171875,1
16,0,1,0,-0.6013946533203125,1
16,0,1,1,-0.582244873046875,1
16,0,1,2,-0.5247802734375,1
16,0,1,3,-0.5104217529296875,1
16,0,1,4,-0.5583038330078125,1
16,0,1,5,-0.630126953125,1
16,0,1,6,-0.6636505126953125,1
16,0,1,7,-0.5056304931640625,1
16,0,1,8,-0.53436279296875,1
16,0,1,9,-0.6157684326171875,1
16,0,1,10,-0.5870361328125,1
16,0,1,11,-0.529571533203125,1
16,0,1,12,-0.5247802734375,1
16,0,1,13,-0.5247802734375,1
16,0,1,14,-0.53436279296875,1
16,0,1,15,-0.53436279296875,1
17,0,1,0,-0.5247802734375,1
17,0,1,1,-0.5247802734375,1
17,0,1,2,-0.53436279296875,1
17,0,1,3,-0.53436279296875,1
17,0,1,4,-0.582244873046875,1
17,0,1,5,-0.5630950927734375,1
17,0,1,6,-0.5439453125,1
17,0,1,7,-0.5583038330078125,1
17,0,1,8,-0.572662353515625,1
17,0,1,9,-0.5630950927734375,1
17,0,1,10,-0.572662353515625,1
17,0,1,11,-0.572662353515625,1
17,0,1,12,-0.539154052734375,1
17,0,1,13,-0.5247802734375,1
17,0,1,14,-0.5535125732421875,1
17,0,1,15,-0.5487213134765625,1
18,0,1,0,-0.539154052734375,1
18,0,1,1,-0.5247802734375,1
18,0,1,2,-0.5535125732421875,1
18,0,1,3,-0.5487213134765625,1
18,0,1,4,-0.5439453125,1
18,0,1,5,-0.5439453125,1
18,0,1,6,-0.5678863525390625,1
18,0,1,7,-0.5583038330078125,1
18,0,1,8,-0.539154052734375,1
18,0,1,9,-0.5678863525390625,1
18,0,1,10,-0.5630950927734375,1
18,0,1,11,-0.5247802734375,1
18,0,1,12,-0.5247802734375,1
18,0,1,13,-0.5583038330078125,1
18,0,1,14,-0.5487213134765625,1
18,0,1,15,-0.572662353515625,1
19,0,1,0,-0.2997283935546875,1
19,0,1,1,-0.2422637939453125,1
19,0,1,2,-0.2518463134765625,1
19,0,1,3,-0.2087554931640625,1
19,0,1,4,-0.2135467529296875,1
19,0,1,5,-0.266204833984375,1
19,0,1,6,-0.2566375732421875,1
19,0,1,7,-0.1991729736328125,1
19,0,1,8,-0.2039642333984375,1
19,0,1,9,-0.266204833984375,1
19,0,1,10,-0.2997283935546875,1
19,0,1,11,-0.2279052734375,1
19,0,1,12,-0.170440673828125,1
19,0,1,13,-0.2039642333984375,1
19,0,1,14,-0.2566375732421875,1
19,0,1,15,-0.23748779296875,1
20,0,1,0,-0.170440673828125,1
20,0,1,1,-0.2039642333984375,1
20,0,1,2,-0.2566375732421875,1
20,0,1,3,-0.23748779296875,1
20,0,1,4,-0.23748779296875,1
20,0,1,5,-0.1943817138671875,1
20,0,1,6,-0.2518463134765625,1
20,0,1,7,-0.28057861328125,1
20,0,1,8,-0.2087554931640625,1
20,0,1,9,-0.2422637939453125,1
20,0,1,10,-0.2422637939453125,1
20,0,1,11,-0.2422637939453125,1
20,0,1,12,-0.223114013671875,1
20,0,1,13,-0.223114013671875,1
20,0,1,14,-0.2279052734375,1
20,0,1,15,-0.21832275390625,1
21,0,1,0,-0.223114013671875,1
21,0,1,1,-0.223114013671875,1
21,0,1,2,-0.2279052734375,1
21,0,1,3,-0.21832275390625,1
21,0,1,4,-0.1943817138671875,1
21,0,1,5,-0.2614288330078125,1
21,0,1,6,-0.2566375732421875,1
21,0,1,7,-0.2422637939453125,1
21,0,1,8,-0.2422637939453125,1
21,0,1,9,-0.2279052734375,1
21,0,1,10,-0.2470550537109375,1
21,0,1,11,-0.1991729736328125,1
21,0,1,12,-0.1895904541015625,1
21,0,1,13,-0.2470550537109375,1
21,0,1,14,-0.27099609375,1
21,0,1,15,-0.2087554931640625,1
22,0,1,0,-0.2949371337890625,1
22,0,1,1,-0.223114013671875,1
22,0,1,2,-0.3093109130859375,1
22,0,1,3,-0.2039642333984375,1
22,0,1,4,-0.2901611328125,1
22,0,1,5,-0.3524017333984375,1
22,0,1,6,-0.28057861328125,1
22,0,1,7,-0.223114013671875,1
22,0,1,8,-0.285369873046875,1
22,0,1,9,-0.3141021728515625,1
22,0,1,10,-0.27099609375,1
22,0,1,11,-0.1895904541015625,1
22,0,1,12,-0.2039642333984375,1
22,0,1,13,-0.1943817138671875,1
22,0,1,14,-0.1464996337890625,1
22,0,1,15,0.02587890625,1
23,0,1,0,-0.2039642333984375,1
23,0,1,1,-0.1943817138671875,1
23,0,1,2,-0.1464996337890625,1
23,0,1,3,0.02587890625,1
23,0,1,4,-0.3763427734375,1
23,0,1,5,-0.68280029296875,1
23,0,1,6,-0.903076171875,1
23,0,1,7,-0.78814697265625,1
23,0,1,8,-0.68280029296875,1
23,0,1,9,-0.4481658935546875,1
23,0,1,10,-0.328460693359375,1
23,0,1,11,-0.3428192138671875,1
23,0,1,12,-0.4625396728515625,1
23,0,1,13,-0.4960479736328125,1
23,0,1,14,-0.4481658935546875,1
23,0,1,15,-0.381134033203125,1
24,0,1,0,-0.4625396728515625,1
24,0,1,1,-0.4960479736328125,1
24,0,1,2,-0.4481658935546875,1
24,0,1,3,-0.381134033203125,1
24,0,1,4,-0.4002838134765625,1
24,0,1,5,-0.481689453125,1
24,0,1,6,-0.4960479736328125,1
24,0,1,7,-0.433807373046875,1
24,0,1,8,-0.42901611328125,1
24,0,1,9,-0.4385986328125,1
24,0,1,10,-0.390716552734375,1
24,0,1,11,-0.443389892578125,1
24,0,1,12,-0.5008392333984375,1
24,0,1,13,-0.424224853515625,1
24,0,1,14,-0.486480712890625,1
24,0,1,15,-0.443389892578125,1
25,1,1,0,-0.074676513671875,1
25,1,1,1,-0.0076446533203125,1
25,1,1,2,-0.0603179931640625,1
25,1,1,3,-0.0363616943359375,1
25,1,1,4,-0.0986175537109375,1
25,1,1,5,-0.0459442138671875,1
25,1,1,6,-0.06988525390625,1
25,1,1,7,-0.12255859375,1
25,1,1,8,-0.084259033203125,1
25,1,1,9,-0.06988525390625,1
25,1,1,10,-0.0986175537109375,1
25,1,1,11,-0.1034088134765625,1
25,1,1,12,-0.065093994140625,1
25,1,1,13,-0.065093994140625,1
25,1,1,14,-0.13214111328125,1
25,1,1,15,-0.065093994140625,1
26,1,1,0,-0.065093994140625,1
26,1,1,1,-0.065093994140625,1
26,1,1,2,-0.13214111328125,1
26,1,1,3,-0.065093994140625,1
26,1,1,4,-0.0986175537109375,1
26,1,1,5,-0.074676513671875,1
26,1,1,6,-0.1560821533203125,1
26,1,1,7,-0.0555267333984375,1
26,1,1,8,-0.1991729736328125,1
26,1,1,9,-0.022003173828125,1
26,1,1,10,-0.2470550537109375,1
26,1,1,11,-0.2279052734375,1
26,1,1,12,-0.170440673828125,1
26,1,1,13,-0.1082000732421875,1
26,1,1,14,-0.0986175537109375,1
26,1,1,15,-0.031585693359375,1
27,1,1,0,-0.170440673828125,1
27,1,1,1,-0.1082000732421875,1
27,1,1,2,-0.0986175537109375,1
27,1,1,3,-0.031585693359375,1
27,1,1,4,0.01629638671875,1
27,1,1,5,0.088134765625,1
27,1,1,6,-0.0459442138671875,1
27,1,1,7,-0.074676513671875,1
27,1,1,8,-0.0507354736328125,1
27,1,1,9,-0.074676513671875,1
27,1,1,10,-0.084259033203125,1
27,1,1,11,-0.012420654296875,1
27,1,1,12,0.0594024658203125,1
27,1,1,13,0.0977020263671875,1
27,1,1,14,-0.232696533203125,1
27,1,1,15,-0.266204833984375,1
28,0,1,0,-0.11297607421875,1
28,0,1,1,-0.0411529541015625,1
28,0,1,2,-0.074676513671875,1
28,0,1,3,-0.0938262939453125,1
28,0,1,4,-0.065093994140625,1
28,0,1,5,-0.084259033203125,1
28,0,1,6,-0.11297607421875,1
28,0,1,7,-0.084259033203125,1
28,0,1,8,-0.0890350341796875,1
28,0,1,9,-0.0938262939453125,1
28,0,1,10,-0.0938262939453125,1
28,0,1,11,-0.0794677734375,1
28,0,1,12,-0.0794677734375,1
28,0,1,13,-0.0938262939453125,1
28,0,1,14,-0.0890350341796875,1
28,0,1,15,-0.0938262939453125,1
29,0,1,0,-0.0794677734375,1
29,0,1,1,-0.0938262939453125,1
29,0,1,2,-0.0890350341796875,1
29,0,1,3,-0.0938262939453125,1
29,0,1,4,-0.0986175537109375,1
29,0,1,5,-0.136932373046875,1
29,0,1,6,-0.1034088134765625,1
29,0,1,7,-0.127349853515625,1
29,0,1,8,-0.06988525390625,1
29,0,1,9,-0.12255859375,1
29,0,1,10,-0.1082000732421875,1
29,0,1,11,-0.0938262939453125,1
29,0,1,12,-0.0938262939453125,1
29,0,1,13,-0.0890350341796875,1
29,0,1,14,-0.0794677734375,1
29,0,1,15,-0.1034088134765625,1
30,0,1,0,-0.0938262939453125,1
30,0,1,1,-0.0890350341796875,1
30,0,1,2,-0.0794677734375,1
30,0,1,3,-0.1034088134765625,1
30,0,1,4,-0.1034088134765625,1
30,0,1,5,-0.0890350341796875,1
30,0,1,6,-0.11297607421875,1
30,0,1,7,-0.0938262939453125,1
30,0,1,8,-0.0938262939453125,1
30,0,1,9,-0.1082000732421875,1
30,0,1,10,0.236572265625,1
30,0,1,11,-0.4146575927734375,1
30,0,1,12,0.030670166015625,1
30,0,1,13,0.0115203857421875,1
30,0,1,14,-0.031585693359375,1
30,0,1,15,-0.184814453125,1
31,0,1,0,-0.4481658935546875,1
31,0,1,1,0.0498199462890625,1
31,0,1,2,-0.23748779296875,1
31,0,1,3,-0.170440673828125,1
31,0,1,4,-0.1417083740234375,1
31,0,1,5,-0.2039642333984375,1
31,0,1,6,-0.180023193359375,1
31,0,1,7,-0.1943817138671875,1
31,0,1,8,-0.2135467529296875,1
31,0,1,9,-0.2087554931640625,1
31,0,1,10,-0.1991729736328125,1
31,0,1,11,-0.1991729736328125,1
31,0,1,12,-0.2039642333984375,1
31,0,1,13,-0.2135467529296875,1
31,0,1,14,-0.23748779296875,1
31,0,1,15,-0.23748779296875,1
32,0,1,0,-0.2039642333984375,1
32,0,1,1,-0.2135467529296875,1
32,0,1,2,-0.23748779296875,1
32,0,1,3,-0.23748779296875,1
32,0,1,4,-0.2039642333984375,1
32,0,1,5,-0.2279052734375,1
32,0,1,6,-0.2087554931640625,1
32,0,1,7,-0.2279052734375,1
32,0,1,8,-0.223114013671875,1
32,0,1,9,-0.23748779296875,1
32,0,1,10,-0.2087554931640625,1
32,0,1,11,-0.223114013671875,1
32,0,1,12,-0.223114013671875,1
32,0,1,13,-0.223114013671875,1
32,0,1,14,-0.2470550537109375,1
32,0,1,15,-0.2279052734375,1
33,0,1,0,-0.223114013671875,1
33,0,1,1,-0.223114013671875,1
33,0,1,2,-0.2470550537109375,1
33,0,1,3,-0.2279052734375,1
33,0,1,4,-0.23748779296875,1
33,0,1,5,-0.275787353515625,1
33,0,1,6,-0.21832275390625,1
33,0,1,7,-0.23748779296875,1
33,0,1,8,-0.2279052734375,1
33,0,1,9,-0.2614288330078125,1
33,0,1,10,-0.2566375732421875,1
33,0,1,11,-0.2518463134765625,1
33,0,1,12,-0.2518463134765625,1
33,0,1,13,-0.27099609375,1
33,0,1,14,-0.232696533203125,1
33,0,1,15,-0.2614288330078125,1
34,0,1,0,-0.3571929931640625,1
34,0,1,1,-0.2901611328125,1
34,0,1,2,-0.318878173828125,1
34,0,1,3,-0.3141021728515625,1
34,0,1,4,-0.318878173828125,1
34,0,1,5,-0.3045196533203125,1
34,0,1,6,-0.3045196533203125,1
34,0,1,7,-0.32366943359375,1
34,0,1,8,-0.285369873046875,1
34,0,1,9,-0.3141021728515625,1
34,0,1,10,-0.2949371337890625,1
34,0,1,11,-0.2901611328125,1
34,0,1,12,-0.2997283935546875,1
34,0,1,13,-0.2997283935546875,1
34,0,1,14,-0.275787353515625,1
34,0,1,15,-0.3093109130859375,1
35,0,1,0,-0.2997283935546875,1
35,0,1,1,-0.2997283935546875,1
35,0,1,2,-0.275787353515625,1
35,0,1,3,-0.3093109130859375,1
35,0,1,4,-0.2518463134765625,1
35,0,1,5,-0.3141021728515625,1
35,0,1,6,-0.2901611328125,1
35,0,1,7,-0.28057861328125,1
35,0,1,8,-0.3093109130859375,1
35,0,1,9,-0.2901611328125,1
35,0,1,10,-0.275787353515625,1
35,0,1,11,-0.3045196533203125,1
35,0,1,12,-0.3093109130859375,1
35,0,1,13,-0.28057861328125,1
35,0,1,14,-0.2470550537109375,1
35,0,1,15,-0.2614288330078125,1
36,0,1,0,-0.3093109130859375,1
36,0,1,1,-0.28057861328125,1
36,0,1,2,-0.2470550537109375,1
36,0,1,3,-0.2614288330078125,1
36,0,1,4,-0.2518463134765625,1
36,0,1,5,-0.170440673828125,1
36,0,1,6,-0.12255859375,1
36,0,1,7,-0.371551513671875,1
36,0,1,8,-0.23748779296875,1
36,0,1,9,-0.232696533203125,1
36,0,1,10,-0.1656494140625,1
36,0,1,11,-0.23748779296875,1
36,0,1,12,-0.02679443359375,1
36,0,1,13,-0.21832275390625,1
36,0,1,14,-0.084259033203125,1
36,0,1,15,-0.1417083740234375,1
37,0,1,0,-0.012420654296875,1
37,0,1,1,0.021087646484375,1
37,0,1,2,-0.0411529541015625,1
37,0,1,3,-0.0555267333984375,1
37,0,1,4,-0.0459442138671875,1
37,0,1,5,-0.022003173828125,1
37,0,1,6,-0.065093994140625,1
37,0,1,7,-0.0363616943359375,1
37,0,1,8,-0.0459442138671875,1
37,0,1,9,-0.0363616943359375,1
37,0,1,10,-0.0603179931640625,1
37,0,1,11,-0.0603179931640625,1
37,0,1,12,-0.065093994140625,1
37,0,1,13,-0.0890350341796875,1
37,0,1,14,-0.065093994140625,1
37,0,1,15,-0.0603179931640625,1
38,0,1,0,-0.065093994140625,1
38,0,1,1,-0.0890350341796875,1
38,0,1,2,-0.065093994140625,1
38,0,1,3,-0.0603179931640625,1
38,0,1,4,-0.0890350341796875,1
38,0,1,5,-0.06988525390625,1
38,0,1,6,-0.1082000732421875,1
38,0,1,7,-0.0794677734375,1
38,0,1,8,-0.065093994140625,1
38,0,1,9,-0.065093994140625,1
38,0,1,10,-0.0890350341796875,1
38,0,1,11,-0.0794677734375,1
38,0,1,12,-0.0794677734375,1
38,0,1,13,-0.0986175537109375,1
38,0,1,14,-0.074676513671875,1
38,0,1,15,-0.084259033203125,1
39,0,1,0,-0.0794677734375,1
39,0,1,1,-0.0986175537109375,1
39,0,1,2,-0.074676513671875,1
39,0,1,3,-0.084259033203125,1
39,0,1,4,-0.1034088134765625,1
39,0,1,5,-0.0794677734375,1
39,0,1,6,-0.1034088134765625,1
39,0,1,7,-0.084259033203125,1
39,0,1,8,-0.0890350341796875,1
39,0,1,9,-0.06988525390625,1
39,0,1,10,-0.1034088134765625,1
39,0,1,11,-0.0986175537109375,1
39,0,1,12,-0.074676513671875,1
39,0,1,13,-0.084259033203125,1
39,0,1,14,-0.0890350341796875,1
39,0,1,15,-0.0794677734375,1
40,0,1,0,-0.5008392333984375,1
40,0,1,1,-0.424224853515625,1
40,0,1,2,-0.53436279296875,1
40,0,1,3,-0.47210693359375,1
40,0,1,4,-0.4625396728515625,1
40,0,1,5,-0.5200042724609375,1
40,0,1,6,-0.486480712890625,1
40,0,1,7,-0.49127197265625,1
40,0,1,8,-0.5008392333984375,1
40,0,1,9,-0.5200042724609375,1
40,0,1,10,-0.5152130126953125,1
40,0,1,11,-0.4577484130859375,1
40,0,1,12,-0.5152130126953125,1
40,0,1,13,-0.4673309326171875,1
40,0,1,14,-0.5535125732421875,1
40,0,1,15,-0.5104217529296875,1
41,0,1,0,-0.5152130126953125,1
41,0,1,1,-0.4673309326171875,1
41,0,1,2,-0.5535125732421875,1
41,0,1,3,-0.5104217529296875,1
41,0,1,4,-0.5200042724609375,1
41,0,1,5,-0.5247802734375,1
41,0,1,6,-0.486480712890625,1
41,0,1,7,-0.4960479736328125,1
41,0,1,8,-0.5056304931640625,1
41,0,1,9,-0.5008392333984375,1
41,0,1,10,-0.5200042724609375,1
41,0,1,11,-0.49127197265625,1
41,0,1,12,-0.49127197265625,1
41,0,1,13,-0.486480712890625,1
41,0,1,14,-0.529571533203125,1
41,0,1,15,-0.5104217529296875,1
42,0,1,0,-0.49127197265625,1
42,0,1,1,-0.486480712890625,1
42,0,1,2,-0.529571533203125,1
42,0,1,3,-0.5104217529296875,1
42,0,1,4,-0.5200042724609375,1
42,0,1,5,-0.5104217529296875,1
42,0,1,6,-0.5152130126953125,1
42,0,1,7,-0.5104217529296875,1
42,0,1,8,-0.5056304931640625,1
42,0,1,9,-0.5056304931640625,1
42,0,1,10,-0.5008392333984375,1
42,0,1,11,-0.5200042724609375,1
42,0,1,12,-0.5056304931640625,1
42,0,1,13,-0.486480712890625,1
42,0,1,14,-0.539154052734375,1
42,0,1,15,-0.5056304931640625,1
43,1,1,0,-0.0028533935546875,1
43,1,1,1,-0.117767333984375,1
43,1,1,2,-0.23748779296875,1
43,1,1,3,-0.1034088134765625,1
43,1,1,4,-0.17523193359375,1
43,1,1,5,-0.117767333984375,1
43,1,1,6,-0.170440673828125,1
43,1,1,7,-0.1417083740234375,1
43,1,1,8,-0.11297607421875,1
43,1,1,9,-0.117767333984375,1
43,1,1,10,-0.1417083740234375,1
43,1,1,11,-0.11297607421875,1
43,1,1,12,-0.136932373046875,1
43,1,1,13,-0.127349853515625,1
43,1,1,14,-0.1608734130859375,1
43,1,1,15,-0.136932373046875,1
44,1,1,0,-0.136932373046875,1
44,1,1,1,-0.127349853515625,1
44,1,1,2,-0.1608734130859375,1
44,1,1,3,-0.136932373046875,1
44,1,1,4,-0.12255859375,1
44,1,1,5,-0.0938262939453125,1
44,1,1,6,-0.21832275390625,1
44,1,1,7,-0.1991729736328125,1
44,1,1,8,-0.12255859375,1
44,1,1,9,-0.0794677734375,1
44,1,1,10,-0.180023193359375,1
44,1,1,11,-0.1608734130859375,1
44,1,1,12,-0.1034088134765625,1
44,1,1,13,-0.1464996337890625,1
44,1,1,14,-0.0890350341796875,1
44,1,1,15,-0.12255859375,1
45,1,1,0,-0.1034088134765625,1
45,1,1,1,-0.1464996337890625,1
45,1,1,2,-0.0890350341796875,1
45,1,1,3,-0.12255859375,1
45,1,1,4,-0.1464996337890625,1
45,1,1,5,-0.117767333984375,1
45,1,1,6,-0.1417083740234375,1
45,1,1,7,-0.12255859375,1
45,1,1,8,-0.13214111328125,1
45,1,1,9,-0.127349853515625,1
45,1,1,10,-0.136932373046875,1
45,1,1,11,-0.136932373046875,1
45,1,1,12,-0.136932373046875,1
45,1,1,13,-0.1464996337890625,1
45,1,1,14,-0.1464996337890625,1
