ID,GENERO,EDAD,N,AC_Z,ACTIVIDAD
27,1,1,13,8.807266235351562,1
27,1,1,14,7.605377197265625,1
27,1,1,15,9.276519775390625,1
28,0,1,0,9.89422607421875,1
28,0,1,1,9.836761474609375,1
28,0,1,2,9.836761474609375,1
28,0,1,3,9.822402954101562,1
28,0,1,4,9.836761474609375,1
28,0,1,5,9.836761474609375,1
28,0,1,6,9.822402954101562,1
28,0,1,7,9.85113525390625,1
28,0,1,8,9.83197021484375,1
28,0,1,9,9.83197021484375,1
28,0,1,10,9.836761474609375,1
28,0,1,11,9.827194213867188,1
28,0,1,12,9.822402954101562,1
28,0,1,13,9.841552734375,1
28,0,1,14,9.841552734375,1
28,0,1,15,9.836761474609375,1
29,0,1,0,9.822402954101562,1
29,0,1,1,9.841552734375,1
29,0,1,2,9.841552734375,1
29,0,1,3,9.836761474609375,1
29,0,1,4,9.83197021484375,1
29,0,1,5,9.841552734375,1
29,0,1,6,9.827194213867188,1
29,0,1,7,9.812820434570312,1
29,0,1,8,9.841552734375,1
29,0,1,9,9.822402954101562,1
29,0,1,10,9.846343994140625,1
29,0,1,11,9.817611694335938,1
29,0,1,12,9.827194213867188,1
29,0,1,13,9.85113525390625,1
29,0,1,14,9.85113525390625,1
29,0,1,15,9.836761474609375,1
30,0,1,0,9.827194213867188,1
30,0,1,1,9.85113525390625,1
30,0,1,2,9.85113525390625,1
30,0,1,3,9.836761474609375,1
30,0,1,4,9.841552734375,1
30,0,1,5,9.817611694335938,1
30,0,1,6,9.83197021484375,1
30,0,1,7,9.836761474609375,1
30,0,1,8,9.85113525390625,1
30,0,1,9,9.846343994140625,1
30,0,1,10,9.8846435546875,1
30,0,1,11,9.779312133789062,1
30,0,1,12,9.836761474609375,1
30,0,1,13,9.85113525390625,1
30,0,1,14,9.879867553710938,1
30,0,1,15,9.836761474609375,1
31,0,1,0,9.061050415039062,1
31,0,1,1,8.084213256835938,1
31,0,1,2,8.079421997070312,1
31,0,1,3,9.094558715820312,1
31,0,1,4,8.337997436523438,1
31,0,1,5,8.701919555664062,1
31,0,1,6,9.032318115234375,1
31,0,1,7,8.586990356445312,1
31,0,1,8,8.907821655273438,1
31,0,1,9,8.768951416015625,1
31,0,1,10,8.610931396484375,1
31,0,1,11,8.802474975585938,1
31,0,1,12,8.7210693359375,1
31,0,1,13,8.677978515625,1
31,0,1,14,8.845565795898438,1
31,0,1,15,8.807266235351562,1
32,0,1,0,8.7210693359375,1
32,0,1,1,8.677978515625,1
32,0,1,2,8.845565795898438,1
32,0,1,3,8.807266235351562,1
32,0,1,4,8.821624755859375,1
32,0,1,5,8.8695068359375,1
32,0,1,6,8.740219116210938,1
32,0,1,7,8.73065185546875,1
32,0,1,8,8.76416015625,1
32,0,1,9,8.788101196289062,1
32,0,1,10,8.778533935546875,1
32,0,1,11,8.749801635742188,1
32,0,1,12,8.77374267578125,1
32,0,1,13,8.768951416015625,1
32,0,1,14,8.745010375976562,1
32,0,1,15,8.812042236328125,1
33,0,1,0,8.77374267578125,1
33,0,1,1,8.768951416015625,1
33,0,1,2,8.745010375976562,1
33,0,1,3,8.812042236328125,1
33,0,1,4,8.797683715820312,1
33,0,1,5,8.821624755859375,1
33,0,1,6,8.797683715820312,1
33,0,1,7,8.821624755859375,1
33,0,1,8,8.740219116210938,1
33,0,1,9,8.783309936523438,1
33,0,1,10,8.874298095703125,1
33,0,1,11,8.77374267578125,1
33,0,1,12,8.749801635742188,1
33,0,1,13,8.835983276367188,1
33,0,1,14,8.745010375976562,1
33,0,1,15,8.76416015625,1
34,0,1,0,9.17596435546875,1
34,0,1,1,8.682754516601562,1
34,0,1,2,8.883880615234375,1
34,0,1,3,8.946121215820312,1
34,0,1,4,8.76416015625,1
34,0,1,5,8.692337036132812,1
34,0,1,6,8.917388916015625,1
34,0,1,7,8.792892456054688,1
34,0,1,8,8.768951416015625,1
34,0,1,9,8.855148315429688,1
34,0,1,10,8.783309936523438,1
34,0,1,11,8.812042236328125,1
34,0,1,12,8.835983276367188,1
34,0,1,13,8.840774536132812,1
34,0,1,14,8.85992431640625,1
34,0,1,15,8.821624755859375,1
35,0,1,0,8.835983276367188,1
35,0,1,1,8.840774536132812,1
35,0,1,2,8.85992431640625,1
35,0,1,3,8.821624755859375,1
35,0,1,4,8.706695556640625,1
35,0,1,5,8.960494995117188,1
35,0,1,6,8.85992431640625,1
35,0,1,7,8.807266235351562,1
35,0,1,8,8.812042236328125,1
35,0,1,9,8.850357055664062,1
35,0,1,10,8.797683715820312,1
35,0,1,11,8.926971435546875,1
35,0,1,12,8.864715576171875,1
35,0,1,13,8.9317626953125,1
35,0,1,14,8.792892456054688,1
35,0,1,15,8.802474975585938,1
36,0,1,0,8.864715576171875,1
36,0,1,1,8.9317626953125,1
36,0,1,2,8.792892456054688,1
36,0,1,3,8.802474975585938,1
36,0,1,4,8.898239135742188,1
36,0,1,5,8.807266235351562,1
36,0,1,6,8.788101196289062,1
36,0,1,7,9.061050415039062,1
36,0,1,8,8.974853515625,1
36,0,1,9,8.725860595703125,1
36,0,1,10,8.280532836914062,1
36,0,1,11,8.644454956054688,1
36,0,1,12,9.051467895507812,1
36,0,1,13,9.02752685546875,1
36,0,1,14,8.754592895507812,1
36,0,1,15,8.9317626953125,1
37,0,1,0,9.128082275390625,1
37,0,1,1,8.476852416992188,1
37,0,1,2,8.821624755859375,1
37,0,1,3,8.807266235351562,1
37,0,1,4,8.66839599609375,1
37,0,1,5,8.754592895507812,1
37,0,1,6,8.85992431640625,1
37,0,1,7,8.673187255859375,1
37,0,1,8,8.792892456054688,1
37,0,1,9,8.76416015625,1
37,0,1,10,8.745010375976562,1
37,0,1,11,8.577423095703125,1
37,0,1,12,8.649246215820312,1
37,0,1,13,8.826416015625,1
37,0,1,14,8.797683715820312,1
37,0,1,15,8.76416015625,1
38,0,1,0,8.649246215820312,1
38,0,1,1,8.826416015625,1
38,0,1,2,8.797683715820312,1
38,0,1,3,8.76416015625,1
38,0,1,4,8.778533935546875,1
38,0,1,5,8.745010375976562,1
38,0,1,6,8.821624755859375,1
38,0,1,7,8.754592895507812,1
38,0,1,8,8.682754516601562,1
38,0,1,9,8.77374267578125,1
38,0,1,10,8.831207275390625,1
38,0,1,11,8.701919555664062,1
38,0,1,12,8.840774536132812,1
38,0,1,13,8.735427856445312,1
38,0,1,14,8.826416015625,1
38,0,1,15,8.73065185546875,1
39,0,1,0,8.840774536132812,1
39,0,1,1,8.735427856445312,1
39,0,1,2,8.826416015625,1
39,0,1,3,8.73065185546875,1
39,0,1,4,8.759368896484375,1
39,0,1,5,8.77374267578125,1
39,0,1,6,8.778533935546875,1
39,0,1,7,8.701919555664062,1
39,0,1,8,8.783309936523438,1
39,0,1,9,8.792892456054688,1
39,0,1,10,8.740219116210938,1
39,0,1,11,8.792892456054688,1
39,0,1,12,8.73065185546875,1
39,0,1,13,8.77374267578125,1
39,0,1,14,8.745010375976562,1
39,0,1,15,8.759368896484375,1
40,0,1,0,8.634872436523438,1
40,0,1,1,7.88787841796875,1
40,0,1,2,9.032318115234375,1
40,0,1,3,8.821624755859375,1
40,0,1,4,8.314056396484375,1
40,0,1,5,8.850357055664062,1
40,0,1,6,8.515167236328125,1
40,0,1,7,8.577423095703125,1
40,0,1,8,8.692337036132812,1
40,0,1,9,8.601364135742188,1
40,0,1,10,8.701919555664062,1
40,0,1,11,8.596572875976562,1
40,0,1,12,8.697128295898438,1
40,0,1,13,8.596572875976562,1
40,0,1,14,8.649246215820312,1
40,0,1,15,8.725860595703125,1
41,0,1,0,8.697128295898438,1
41,0,1,1,8.596572875976562,1
41,0,1,2,8.649246215820312,1
41,0,1,3,8.725860595703125,1
41,0,1,4,8.697128295898438,1
41,0,1,5,8.706695556640625,1
41,0,1,6,8.46728515625,1
41,0,1,7,8.596572875976562,1
41,0,1,8,8.596572875976562,1
41,0,1,9,8.582199096679688,1
41,0,1,10,8.735427856445312,1
41,0,1,11,8.644454956054688,1
41,0,1,12,8.610931396484375,1
41,0,1,13,8.634872436523438,1
41,0,1,14,8.6588134765625,1
41,0,1,15,8.5726318359375,1
42,0,1,0,8.610931396484375,1
42,0,1,1,8.634872436523438,1
42,0,1,2,8.6588134765625,1
42,0,1,3,8.5726318359375,1
42,0,1,4,8.663604736328125,1
42,0,1,5,8.620513916015625,1
42,0,1,6,8.634872436523438,1
42,0,1,7,8.620513916015625,1
42,0,1,8,8.60614013671875,1
42,0,1,9,8.649246215820312,1
42,0,1,10,8.610931396484375,1
42,0,1,11,8.692337036132812,1
42,0,1,12,8.677978515625,1
42,0,1,13,8.620513916015625,1
42,0,1,14,8.673187255859375,1
42,0,1,15,8.644454956054688,1
43,1,1,0,9.865493774414062,1
43,1,1,1,9.841552734375,1
43,1,1,2,9.822402954101562,1
43,1,1,3,9.822402954101562,1
43,1,1,4,9.827194213867188,1
43,1,1,5,9.841552734375,1
43,1,1,6,9.841552734375,1
43,1,1,7,9.860702514648438,1
43,1,1,8,9.83197021484375,1
43,1,1,9,9.855926513671875,1
43,1,1,10,9.846343994140625,1
43,1,1,11,9.860702514648438,1
43,1,1,12,9.83197021484375,1
43,1,1,13,9.841552734375,1
43,1,1,14,9.841552734375,1
43,1,1,15,9.83197021484375,1
44,1,1,0,9.83197021484375,1
44,1,1,1,9.841552734375,1
44,1,1,2,9.841552734375,1
44,1,1,3,9.83197021484375,1
44,1,1,4,9.822402954101562,1
44,1,1,5,9.865493774414062,1
44,1,1,6,9.855926513671875,1
44,1,1,7,9.808029174804688,1
44,1,1,8,9.85113525390625,1
44,1,1,9,9.846343994140625,1
44,1,1,10,9.83197021484375,1
44,1,1,11,9.836761474609375,1
44,1,1,12,9.836761474609375,1
44,1,1,13,9.841552734375,1
44,1,1,14,9.846343994140625,1
44,1,1,15,9.836761474609375,1
45,1,1,0,9.836761474609375,1
45,1,1,1,9.841552734375,1
45,1,1,2,9.846343994140625,1
45,1,1,3,9.836761474609375,1
45,1,1,4,9.83197021484375,1
45,1,1,5,9.83197021484375,1
45,1,1,6,9.841552734375,1
45,1,1,7,9.83197021484375,1
45,1,1,8,9.827194213867188,1
45,1,1,9,9.846343994140625,1
45,1,1,10,9.841552734375,1
45,1,1,11,9.836761474609375,1
45,1,1,12,9.83197021484375,1
45,1,1,13,9.841552734375,1
45,1,1,14,9.841552734375,1
45,1,1,15,9.83197021484375,1
46,0,1,0,9.889434814453125,1
46,0,1,1,9.841552734375,1
46,0,1,2,9.841552734375,1
46,0,1,3,9.841552734375,1
46,0,1,4,9.841552734375,1
46,0,1,5,9.841552734375,1
46,0,1,6,9.841552734375,1
46,0,1,7,9.841552734375,1
46,0,1,8,9.841552734375,1
46,0,1,9,9.841552734375,1
46,0,1,10,9.841552734375,1
46,0,1,11,9.841552734375,1
46,0,1,12,9.841552734375,1
46,0,1,13,9.841552734375,1
46,0,1,14,9.85113525390625,1
46,0,1,15,9.85113525390625,1
47,0,1,0,9.841552734375,1
47,0,1,1,9.841552734375,1
47,0,1,2,9.85113525390625,1
47,0,1,3,9.85113525390625,1
47,0,1,4,9.846343994140625,1
47,0,1,5,9.855926513671875,1
47,0,1,6,9.85113525390625,1
47,0,1,7,9.836761474609375,1
47,0,1,8,9.846343994140625,1
47,0,1,9,9.841552734375,1
47,0,1,10,9.846343994140625,1
47,0,1,11,9.841552734375,1
47,0,1,12,9.846343994140625,1
47,0,1,13,9.827194213867188,1
47,0,1,14,9.83197021484375,1
47,0,1,15,9.846343994140625,1
48,0,1,0,9.846343994140625,1
48,0,1,1,9.827194213867188,1
48,0,1,2,9.83197021484375,1
48,0,1,3,9.846343994140625,1
48,0,1,4,9.83197021484375,1
48,0,1,5,9.83197021484375,1
48,0,1,6,9.83197021484375,1
48,0,1,7,9.836761474609375,1
48,0,1,8,9.836761474609375,1
48,0,1,9,9.841552734375,1
48,0,1,10,9.836761474609375,1
48,0,1,11,9.836761474609375,1
48,0,1,12,9.836761474609375,1
48,0,1,13,9.836761474609375,1
48,0,1,14,9.827194213867188,1
48,0,1,15,9.83197021484375,1
49,0,1,0,9.85113525390625,1
49,0,1,1,9.812820434570312,1
49,0,1,2,9.836761474609375,1
